"country","lakeno","year","mesh","lakearea","waterdepth","tn","tp","elev","lat","long","source","sampling_sites","replicates_per_site","sampler_area","ClimateZ","climate","climate2","m","s_area","s_area_LCI","s_area_UCI","Sn_LCI","Sn","Sn_UCI","Spie_LCI","Spie","Spie_UCI","abundance","s"
"Denmark","DK_21277",2005,212,0.12,3.2,2.01,0.06,15,55.9689,9.7056,"erik",8,1,22,"Cfb","cool","Temperate",340.08,12.3585530904743,12.14578882981,12.5713173511385,13.9973464873573,13.9992562970582,14.0011661067591,1.74972537230359,1.78258642300716,1.81544747371073,14170,14
"Denmark","DK_21278",2006,212,0.93,1.19,2.05,0.13,15,56.2556,9.4879,"erik",12,1,22,"Cfb","cool","Temperate",208.2,9.83835498777503,9.62109519510711,10.055614780443,10.9982731897854,10.9998935715002,11.001513953215,4.6482794841534,4.80462249976392,4.96096551537444,8675,11
"Denmark","DK_21278",2004,212,0.93,1.19,1.62,0.15,15,56.2555,9.4879,"erik",12,1,22,"Cfb","cool","Temperate",44.28,5.47487750711625,5.35070979068419,5.59904522354832,6,6,6,3.66364120862955,3.84213099791589,4.02062078720224,1845,6
"Denmark","DK_21278",2005,212,0.93,1.19,1.5,0.1,15,56.2555,9.4879,"erik",12,1,22,"Cfb","cool","Temperate",63.144,6.20783537468302,6.04985929044094,6.3658114589251,6.99999999999987,7.00000000000025,7.00000000000062,3.35185029358087,3.50838265827375,3.66491502296663,2631,7
"Denmark","DK_21280",2005,212,1.15,4.34,1,0.11,15,56.1442,9.5818,"erik",8,1,22,"Cfb","cool","Temperate",138.528,15.4490906162152,15.2175962193669,15.6805850130636,16.9999999923597,16.9999999999358,17.0000000075119,6.07294912313789,6.27046444983198,6.46797977652608,5772,17
"Denmark","DK_21281",2004,212,0.69,4.2,0.34,0.03,15,56.2994,9.7941,"erik",8,1,22,"Cfb","cool","Temperate",221.856,11.8695062816026,11.7065781206569,12.0324344425484,12.999956854653,12.9999978484521,13.0000388422512,2.54495615291652,2.60553274214842,2.66610933138033,9244,13
"Denmark","DK_21294",2004,212,0.07,1.01,1.91,0.13,15,56.1297,9.5741,"erik",8,1,22,"Cfb","cool","Temperate",77.736,5.36737945955348,5.24734525801654,5.48741366109042,5.99999999999963,6.00000000000021,6.00000000000079,1.32748383178085,1.36150083702944,1.39551784227803,3239,6
"Denmark","DK_21306",2005,212,0.06,4.7,0.31,0.02,15,56.0251,9.4431,"erik",8,1,22,"Cfb","cool","Temperate",269.976,25.3071524026784,25.0011832820105,25.6131215233464,27.9995833944701,27.9999067747464,28.0002301550227,6.30533390417163,6.48166019715184,6.65798649013204,11249,28
"Denmark","DK_21314",2005,212,0.06,1.25,2.64,0.28,15,56.39,9.8851,"erik",8,1,22,"Cfb","cool","Temperate",165.384,13.0503743166008,12.9174300133002,13.1833186199013,13.9999997100093,13.9999999955377,14.0000002810661,5.41440943569431,5.52506546507085,5.6357214944474,6891,14
"Denmark","DK_21324",2004,212,0.37,4.61,1.84,0.1,15,56.1081,9.5268,"erik",12,1,22,"Cfb","cool","Temperate",594.432,11.4911391396771,11.394573245414,11.5877050339401,11.9235018098308,11.9625131889897,12.0015245681487,3.76341431599812,3.83364896325253,3.90388361050694,24768,12
"Denmark","DK_21324",2005,212,0.37,4.61,2.32,0.07,15,56.1081,9.5268,"erik",12,1,22,"Cfb","cool","Temperate",491.76,11.3677451559478,11.1178347502654,11.6176555616301,12.8738146985366,12.927423825598,12.9810329526595,2.60631541725606,2.63826533141146,2.67021524556686,20490,13
"Denmark","DK_21324",2006,212,0.37,4.61,2.89,0.08,15,56.1081,9.5268,"erik",12,1,22,"Cfb","cool","Temperate",482.304,7.20348467461833,7.02062577691067,7.38634357232598,7.91766672714772,7.96660324572259,8.01553976429745,2.99613718329725,3.04002980987174,3.08392243644624,20096,8
"Denmark","DK_21326",2006,212,7.52,7.82,1.14,0.16,15,56.0242,9.9386,"erik",8,1,22,"Cfb","cool","Temperate",213.408,11.298803615417,11.1753327656898,11.4222744651442,11.9999822893136,11.9999994401606,12.0000165910076,2.2224245073552,2.26951322258101,2.31660193780681,8892,12
"Denmark","DK_21328",2006,212,0.23,1.9,2.45,0.85,15,56.0282,9.9278,"erik",8,1,22,"Cfb","cool","Temperate",285.432,5.65014723476573,5.55675467868569,5.74353979084577,5.99989026552354,5.99998140068563,6.00007253584772,2.86357786649233,2.89310086244595,2.92262385839957,11893,6
"Denmark","DK_21562",2005,212,0.12,2.4,0.53,0.04,15,56.1507,9.559,"erik",8,1,22,"Cfb","cool","Temperate",59.4,14.2219964039792,14.0176182805636,14.4263745273948,15.9999999999992,15.9999999999998,16.0000000000003,8.3639701187433,8.82491542899337,9.28586073924345,2475,16
"Denmark","DK_21807",2004,212,0.12,2.22,1.13,0.43,15,56.3296,9.5807,"erik",8,1,22,"Cfb","cool","Temperate",59.352,3.94698488802732,3.91992482329086,3.97404495276379,3.99999999999923,3.99999999999942,3.99999999999961,3.19370927077212,3.25461862138563,3.31552797199913,2473,4
"Denmark","DK_22016",2005,212,0.1,0.51,1.22,0.03,15,56.3972,8.244,"erik",8,1,22,"Cfb","cool","Temperate",586.488,31.7286650426661,31.36907160695,32.0882584783821,35.8446770603029,35.8902707024977,35.9358643446925,6.74472924237391,6.86331421158225,6.98189918079058,24437,36
"Denmark","DK_22022",2005,212,1.1,1.26,1.48,0.08,15,56.4102,8.21,"erik",8,1,22,"Cfb","cool","Temperate",741.936,24.013174705972,23.7749816203069,24.251367791637,25.7966299666471,25.8633558622909,25.9300817579347,5.0973396078594,5.16570158246574,5.23406355707208,30914,26
"Denmark","DK_25020",2004,212,0.73,4.26,0.42,0.03,15,56.0196,9.3921,"erik",8,1,22,"Cfb","cool","Temperate",257.208,14.4959902333708,14.3638561025576,14.628124364184,14.99990446152,14.9999920176007,15.0000795736814,7.66869940244111,7.89936427159273,8.13002914074436,10717,15
"Denmark","DK_25039",2004,212,0.83,4.33,0.64,0.08,15,55.9341,9.3627,"erik",8,1,22,"Cfb","cool","Temperate",564.384,12.9996734634088,12.816986842844,13.1823600839736,13.9625452191545,13.9807927735156,13.9990403278766,2.91786411816042,2.97220106834117,3.02653801852192,23516,14
"Denmark","DK_25044",2004,212,0.74,2.75,0.4,0.02,15,56.0483,9.0714,"erik",12,1,22,"Cfb","cool","Temperate",312.744,11.3650781433378,11.1136457840573,11.6165105026183,12.9792099795314,12.994037595325,13.0088652111185,3.3683301953834,3.43435650078673,3.50038280619006,13031,13
"Denmark","DK_25044",2005,212,0.74,2.75,0.37,0.02,15,56.0493,9.0677,"erik",12,1,22,"Cfb","cool","Temperate",74.4,12.1088625077036,11.7939580791655,12.4237669362416,14.9999999979841,14.999999999998,15.0000000020119,6.08443791731095,6.32543054859679,6.56642317988263,3100,15
"Denmark","DK_25044",2006,212,0.74,2.75,0.29,0.01,15,56.0493,9.0677,"erik",12,1,22,"Cfb","cool","Temperate",307.104,20.6230090715259,20.3323282747005,20.9136898683514,23.9780945743169,23.9908366659058,24.0035787574948,7.90993790501177,8.02752457903856,8.14511125306536,12796,24
"Denmark","DK_25076",2005,212,0.11,2.1,0.35,0.03,15,55.9403,9.299,"erik",8,1,22,"Cfb","cool","Temperate",398.664,13.9903543918044,13.7946917051012,14.1860170785075,14.9939594107085,14.9982101660858,15.0024609214631,4.53497616624744,4.61680355552913,4.69863094481083,16611,15
"Denmark","DK_25297",2004,212,0.33,1.62,1.82,0.04,15,55.9341,9.3177,"erik",8,1,22,"Cfb","cool","Temperate",370.296,21.1984479954956,20.9542679174687,21.4426280735226,22.9959821260847,22.9983642338601,23.0007463416355,2.6747665620648,2.74272889394035,2.81069122581591,15429,23
"Denmark","DK_26012",2006,212,3.82,8.1,1.27,0.22,15,56.0551,10.0589,"erik",8,1,22,"Cfb","cool","Temperate",371.664,6.50790689394945,6.37857209373035,6.63724169416855,6.99812074544478,6.99943690103491,7.00075305662503,1.89841363968105,1.92389577808346,1.94937791648586,15486,7
"Denmark","DK_26013",2006,212,0.45,1,2.14,0.27,15,56.2169,9.9637,"erik",8,1,22,"Cfb","cool","Temperate",483.336,16.7103647503713,16.4981163671547,16.9226131335879,17.9780348371407,17.9896480628053,18.0012612884699,5.80116952581317,5.88712904729931,5.97308856878544,20139,18
"Denmark","DK_26061",2006,212,0.1,1.04,1.29,0.3,15,56.1292,9.9748,"erik",8,1,22,"Cfb","cool","Temperate",330.768,24.7007405973595,24.4564142609132,24.9450669338059,26.9970954694704,26.9992476180521,27.0013997666338,4.1185834023203,4.23714807998324,4.35571275764618,13782,27
"Denmark","DK_27007",2005,212,0.32,7.7,0.61,0.04,15,55.9623,9.8759,"erik",8,1,22,"Cfb","cool","Temperate",694.296,5.71234780679673,5.62285189234169,5.80184372125177,5.96463279475914,5.98627720929945,6.00792162383975,1.3629018887388,1.37418156272147,1.38546123670415,28929,6
"Denmark","DK_30001",2005,212,0.23,1.31,0.76,0.03,15,55.6887,12.5666,"erik",8,1,22,"Cfb","cool","Temperate",76.344,8.46071537024726,8.31514032668402,8.6062904138105,9.0000000000027,9.00000000000327,9.00000000000384,4.56313893692328,4.76304804314138,4.96295714935948,3181,9
"Denmark","DK_30002",2004,212,0.73,0.61,1.1,0.16,15,55.6996,8.22,"erik",8,1,22,"Cfb","cool","Temperate",149.856,17.2294025859126,16.9540110020542,17.504794169771,18.9999999154311,18.9999999992051,19.000000082979,5.55291935740465,5.78252256178836,6.01212576617207,6244,19
"Denmark","DK_30004",2005,212,0.33,0.7,0.87,0.08,15,55.6528,8.1668,"erik",8,1,22,"Cfb","cool","Temperate",35.352,4.52447683613224,4.41423140806902,4.63472226419546,5,5,5,2.09070891479215,2.21144059395651,2.33217227312087,1473,5
"Denmark","DK_30005",2006,212,0.12,0.8,0.45,0.01,15,55.6452,8.2086,"erik",12,1,22,"Cfb","cool","Temperate",73.392,15.2660834640827,14.908934787519,15.6232321406463,18.9999999999826,19.0000000000017,19.0000000000208,8.65540263726654,9.07492241056825,9.49444218386996,3058,19
"Denmark","DK_30005",2004,212,0.12,0.8,0.89,0.02,15,57.0423,9.4053,"erik",12,1,22,"Cfb","cool","Temperate",129.048,18.955923439405,18.6804431304931,19.231403748317,22.9999929381815,22.9999998781085,23.0000068180355,8.20161267809419,8.51168997246986,8.82176726684553,5377,23
"Denmark","DK_30005",2005,212,0.12,0.8,0.47,0.01,15,57.0423,9.4053,"erik",12,1,22,"Cfb","cool","Temperate",99.816,17.7065236534399,17.3711582467735,18.0418890601063,21.9999960837824,21.9999999999301,22.0000039160778,4.90017102816516,5.15814149215673,5.41611195614829,4159,22
"Denmark","DK_30010",2004,212,0.23,0.51,1.05,0.11,15,55.6779,8.28,"erik",8,1,22,"Cfb","cool","Temperate",45.288,11.9747223408819,11.7618202726893,12.1876244090745,14,14,14,6.257094339473,6.7458975062928,7.23470067311261,1887,14
"Denmark","DK_30088",2005,212,0.11,1.45,0.87,0.04,15,55.638,8.2595,"erik",8,1,22,"Cfb","cool","Temperate",18.384,5.09770662950115,4.9427747978029,5.2526384611994,6,6,6,3.52603679622732,3.76829478857158,4.01055278091584,766,6
"Denmark","DK_30098",2004,212,0.27,0.31,4.8,0.9,15,55.6761,8.1783,"erik",8,1,22,"Cfb","cool","Temperate",172.44,23.7824622974311,23.4923199535849,24.0726046412773,26.9999944837645,26.9999999481378,27.0000054125112,9.25762183946699,9.56862193886777,9.87962203826856,7185,27
"Denmark","DK_31004",2006,212,0.86,1.7,2.72,0.06,15,55.6482,8.5854,"erik",8,1,22,"Cfb","cool","Temperate",138.624,10.1303166722527,9.98832544707056,10.2723078974348,10.9999999970323,10.9999999999786,11.000000002925,2.97512046300255,3.06511972590764,3.15511898881273,5776,11
"Denmark","DK_31005",2006,212,0.3,1.2,0.7,0.05,15,55.7248,8.7693,"erik",12,1,22,"Cfb","cool","Temperate",341.496,15.8211637573045,15.5781806973693,16.0641468172398,17.9740132208276,17.9884132336574,18.0028132464873,4.33912304202557,4.44282842134927,4.54653380067298,14229,18
"Denmark","DK_31005",2004,212,0.3,1.2,1.19,0.11,15,55.7247,8.7691,"erik",12,1,22,"Cfb","cool","Temperate",77.256,13.2205930248485,12.902668955748,13.5385170939489,16.9999999999496,17.0000000000012,17.0000000000528,5.66875273746706,5.91924556311773,6.16973838876841,3219,17
"Denmark","DK_31005",2005,212,0.3,1.2,1.06,0.09,15,55.7247,8.7691,"erik",12,1,22,"Cfb","cool","Temperate",145.056,20.739112125901,20.3844334658028,21.0937907859991,24.9999180025624,24.9999985293655,25.0000790561685,7.17016961149014,7.50899319673613,7.84781678198212,6044,25
"Denmark","DK_32004",2006,212,0.43,2.6,0.68,0.04,15,55.7184,9.3179,"erik",12,1,22,"Cfb","cool","Temperate",287.376,13.0321226646927,12.854749298646,13.2094960307393,13.9954281837761,13.9992061629078,14.0029841420395,3.03375308963778,3.08624442963707,3.13873576963636,11974,14
"Denmark","DK_32004",2004,212,0.43,2.6,0.83,0.08,15,55.7184,9.3173,"erik",12,1,22,"Cfb","cool","Temperate",608.592,11.9606899696923,11.8028069045448,12.1185730348397,12.9187145885525,12.9566350422226,12.9945554958926,4.02520092592508,4.05720477286041,4.08920861979573,25358,13
"Denmark","DK_32004",2005,212,0.43,2.6,0.66,0.05,15,55.7184,9.3173,"erik",12,1,22,"Cfb","cool","Temperate",1799.064,11.0677005248936,10.8760323264048,11.2593687233824,10.9836375971777,11.1860161525418,11.3883947079059,1.54549525752437,1.55434690900127,1.56319856047816,74961,12
"Denmark","DK_32005",2006,212,0.96,5.6,0.64,0.05,15,55.7315,9.393,"erik",8,1,22,"Cfb","cool","Temperate",183.768,15.909527022963,15.6285815571417,16.1904724887842,17.9999952027543,17.9999998706721,18.0000045385898,4.41560836425733,4.5592072004073,4.70280603655727,7657,18
"Denmark","DK_34010",2006,212,0.16,1.4,1.12,0.07,15,55.583,9.2767,"erik",8,1,22,"Cfb","cool","Temperate",41.472,6.0822020692969,5.87388626733055,6.29051787126325,7,7,7,2.92930951276635,3.08869228751252,3.24807506225868,1728,7
"Denmark","DK_36003",2006,212,0.05,1.1,1.04,0.19,15,55.5426,9.1545,"erik",8,1,22,"Cfb","cool","Temperate",72.864,3.71574079758393,3.63315361129057,3.79832798387728,3.99999999999836,3.99999999999867,3.99999999999897,1.29278230568849,1.32929835391201,1.36581440213553,3036,4
"Denmark","DK_36005",2005,212,0.27,1.55,2.19,0.12,15,54.9358,9.4435,"erik",12,1,22,"Cfb","cool","Temperate",247.608,10.0159775813219,9.84689898740422,10.1850561752397,10.9988760462393,10.999822588848,11.0007691314566,2.60301369204289,2.66222539523611,2.72143709842934,10317,11
"Denmark","DK_36005",2004,212,0.27,1.55,2.11,0.22,15,55.4294,9.3235,"erik",12,1,22,"Cfb","cool","Temperate",351.48,10.2887180531377,9.97089638086288,10.6065397254125,12.9656249723479,12.980474089982,12.995323207616,1.60923123893739,1.63450313704646,1.65977503515554,14645,13
"Denmark","DK_36005",2006,212,0.27,1.55,2.14,0.21,15,55.4294,9.3235,"erik",12,1,22,"Cfb","cool","Temperate",459.672,22.6507376462965,22.284781825312,23.016693467281,25.8309338780482,25.8919029693632,25.9528720606782,4.94691702403308,5.04284601987114,5.13877501570921,19153,26
"Denmark","DK_37017",2006,212,0.3,0.8,2.07,0.07,15,55.2439,9.3647,"erik",8,1,22,"Cfb","cool","Temperate",1106.472,19.0415374763981,18.8889125135134,19.1941624392828,19.6654650957522,19.7596202558277,19.8537754159032,3.291225293916,3.34064401565123,3.39006273738646,46103,20
"Denmark","DK_38005",2007,212,0.53,5.7,2.52,0.05,15,55.7178,9.3198,"erik",8,1,22,"Cfb","cool","Temperate",25.44,3.54199561963988,3.4634050499373,3.62058618934247,4,4,4,2.23954154479754,2.34961653552339,2.45969152624923,1060,4
